Threshold,Accuracy,Precision,Recall
0.1,0.956140350877193,0.935064935064935,1.0
0.2,0.9824561403508771,0.972972972972973,1.0
0.30000000000000004,0.9824561403508771,0.972972972972973,1.0
0.4,0.9824561403508771,0.9861111111111112,0.9861111111111112
0.5,0.9824561403508771,0.9861111111111112,0.9861111111111112
0.6,0.956140350877193,0.9855072463768116,0.9444444444444444
0.7000000000000001,0.9473684210526315,0.9852941176470589,0.9305555555555556
0.8,0.9385964912280702,0.9850746268656716,0.9166666666666666
0.9,0.8947368421052632,0.9838709677419355,0.8472222222222222
